-armig;-karú
der Eilbote;küldönc
der Eilbote;futár
der Eilbrief;expresszlevél
der Eilzug;sebesvonat
der Eimer;vödör
der Einband;kötés
der Einbauschrank;beépített szekrény
der Einblick;betekintés
der Einblick;bepillantás
der Einbrecher;betörő
der Einbruch;vminek a beállta
der Einbruch;betörés
der Eindringling;betolakodó
der Eindruck;benyomás
der Einer;egyes (szám)
der Einfall;ötlet
der Einfall;ellenséges betörés
der Einflug;berepülés
der Einfluß;hatás
der Einfluß;beömlés
der Einfluß;befolyás
der Einfuhrzoll;beviteli vám
der Einfuhrzoll;behozatali vám
der Eingang;bemenet
der Eingang;bejárat
der Eingang;beérkezés (napja)
der Eingeborene;bennszülött
der Eingriff;beavatkozás
der Einhalt;megszakítás
der Einheitspreis;egységár
der Einkauf;vétel
der Einkauf;vásár
der Einkauf;bevásárlás
der Einkaufsbummel;bevásárlóséta
der Einkaufskorb;bevásárlókosár
der Einkaufswagen;bevásárlókocsi
der Einkäufer;bevásárló
der Einklang;összhang
der Einlaß;kiskapu
der Einlaß;bebocsátás
der Einlauf;beöntés
der Einlauf;beérkezés
der Einsatz;letét
der Einsatz;bevetés (kat)
der Einsatz;betevés
der Einsatz;betét
der Einsatz;belépés (zene)
der Einschlag;beütés
der Einschlag;becsapódás
der Einschlag;becsapás
der Einschluß;beszámítás
der Einschluß;beleszámítás
der Einschreibebrief;ajánlott levél
der Einsender;beküldő
der Einser;egyes
der Einsiedler;remete
der Einspruch;tiltakozás
der Einspruch;ellenvetés
der Einstieg;felszállás
der Einsturz;beomlás
der Eintritt;vminek a beállta
der Eintritt;kezdet
der Eintritt;belépés
der Einwanderer;bevándorló
der Einwohner;lakos
der Einwohner;lakó
der Einwurf;ellenvetés
der Einwurf;bedobónyílás
der Einwurf;bedobás
der Einzelfall;különleges eset
der Einzug;bevonulás
der Einzug;beköltözés
der Eisbär;jegesmedve
der Eisbecher;fagylaltkehely
der Eisenbahner;vasutas
der Eisenbahnzug;vonat
der Eisenbeschlag;vasveret
der Eisenbeschlag;vasalás
der Eisenbeton;vasbeton
der Eiskunstlauf;műkorcsolyázás
der Eiskunstläufer;műkorcsolyázó
der Eislauf;korcsolyázás
der Eiszapfen;jégcsap
der Eiter;genny
der Ekel;utálat
der Ekel;undor
der Ekel;émelygés
der Elefant;elefánt
der Elektriker;villanyszerelő
der Elektroherd;villanytűzhely
der Elementarunterricht;elemi oktatás
der Elf;tündér
der Elf;manó
der Elfer;tizenegyes
der Ellbogen;könyök
der Ellenbogen;könyök
der Empfang;vétel (rádió)
der Empfang;fogadtatás
der Empfang;fogadás
der Empfang;átvétel
der Empfänger;vevőkészülék
der Empfänger;címzett
der Empfänger;átvevő
der Endlampf;végső küzdelem
der Engel;angyal
der Engländer;angol
der Engpaß;szűk keresztmetszet
der Engpaß;hegyszoros
der Enkel;unoka
der Entdecker;felfedező
der Entericht;gácsér
der Entlastungszeuge;mentőtanú
der Entschluß;határozat
der Entschluß;elhatározás
der Entschluß;döntés
der Entwerter;jegylyukasztó
der Entwurf;vázlat
der Entwurf;tervrajz
der Entwurf;tervezet
der Entwurf;terv
der Erbauer;építő
der Erbauer;építész
der Erblasser;örökhagyó
der Erdapfel;krumpli
der Erdapfel;burgonya
der Erdbagger;földkotró
der Erdbagger;exkavátor
der Erdball;földgolyó
der Erdboden;föld
der Erdboden;a föld felszíne
der Erdteil;földrész
der Erfahrungsaustausch;tapasztalatcsere
der Erfinder;feltaláló
der Erfolg;siker
der Erfolg;eredmény
der Erguß;ömlengés
der Erguß;kiömlés
der Erguß;kiáramlás
der Erker;erkély
der Erlaß;rendelet
der Erlaß;kiadvány
der Erlaß;elengedés
der Erlös;bevétel
der Ernst;komolyság
der Ernteentrag;terméshozam
der Ersatz;pótszer
der Ersatz;pótlék
der Ersatz;pótlás
der Ersatz;pótanyag
der Ersatz;kiegészítés
der Ersatz;kárpótlás
der Ersatzmann;tartalék (sp)
der Erste;elseje
der Ertrag;jövedelem
der Ertrag;hozam
der Erwerb;szerzemény
der Erwerb;megszerzés
der Erwerb;kereset
der Erwerb;ipar
der Erwerb;foglalkozás
der Erzbischof;érsek
der Erzfeind;örök ellenség
der Erzieher;nevelő
der Erziehungsurlaub;gyermekgondozási szabadság
der Esel;szamár
der Essig;ecet
der Esslöffel;evőkanál
der Esstisch;ebédlőasztal
der Este;észt
der Europameister;Európa-bajnok (sp)
der Export;export
der Expreß;expresszvonat
der Expreßbrief;expresszlevél
der Exzeß;kilengés
der Fabrikant;gyáros
der Facharbeiter;szakmukás
der Facharbeiterbrief;szakmunkás-bizonyítvány
der Facharzt;szakorvos
der Facharzt für innere Krenkheiten;belgyógyász
der Facharzt für rheumatische Erkrankungen;rheumaorvos
der Facharzt für rheumatische Erkrankungen;reumaorvos
der Fachmann;szakértő
der Fachmann;szakember
der Faden;szál
der Faden;fonal
der Fahrbahnleitstreif;terelővonal (autóúton)
der Fahrdamm;úttest
der Fahrer;sofőr
der Fahrer;gépkocsivezető
der Fahrgast;utas
der Fahrkartenschalter;jegypénztár
der Fahrplan;menetrend
der Fahrpreis;menetdíj
der Fahrstuhl;lift
der Fahrstuhl;felvonó
der Fall;lejtő
der Fall;zuhanás
der Fall;lejtés
der Fall;hanyatlás
der Fall;esés
der Fall;bukás
der Fallschirm;ejtőernyő
der Faltenrock;rakottszoknya
der Faltenwurf;redőzet
der Faltenwurf;ráncvetés
der Falter;pillangó
der Falter;lepke
der Familienangehörige;hozzátartozó
der Familienangehörige;családtag
der Familienname;vezetéknév
der Familienname;családnév
der Familienstand;családi állapot
der Fanatiker;vakbuzgó
der Fanatiker;fanatikus
der Fang;zsákmány
der Fang;láb (állaté)
der Fang;karom
der Fang;fogás
der Fang;csapda
der Fang;agyar
der Fangzahn;tépőfog
der Farbfernseher;színes tv
der Farbfilm;színes film
der Farbstift;színes ceruza
der Farn;páfrány
der Farn;haraszt
der Fasan;fácán
der Fasching;farsang
der Fassbinder;pintér
der Fassbinder;kádár
der Fassbinder;bodnár
der Faulpelz;naplopó
der Faultier;lajhár
der Faustkampf;ökölvívó mérkőzés
der Faustkampf;ökölvívás
der Fauteuil;karosszék
der Fauteuil;fotel
der Favorit;kedvenc
der Favorit;favorit (sp)
der Favorit;esélyes
der Fächer;legyező
der Fährmann;révész
der Feber;ld. Februar
der Februar;február
der Federball;tollaslabda
der Federwisch;tollseprű
der Fehlbetrag;hiányzó összeg
der Fehler;vétek
der Fehler;hiba
der Fehlgriff;melléfogás
der Fehlgriff;baklövés
der Fehlschlag;kudarc
der Fehlschluß;téves következtetés
der Fehlschuß;rossz lövés
der Fehlschuß;baklövés
der Fehltritt;hibás lépés
der Fehltritt;félrelépés
der Fehltritt;ballépés
der Feierabend;ünnep előestéje
der Feierabend;munka befejezése
der Feierabend;a munkaidő vége
der Feiertag;ünnepnap
der Feigling;gyáva
der Feind;ellenség
der Feinmacheniker;finomműszerész
der Feinschmecker;ínyenc
der Feinsinn;tapintat
der Feinsinn;lelki finomság
der Feldherr;hadvezér
der Feldmarschall;tábornagy
der Feldstecher;távcső
der Feldstecher;messzelátó
der Feldstecher;látcső
der Feldwebel;őrmester
der Feldweg;dűlőút
der Feldzug;hadjárat
der Fels;sziklaszirt
der Fels;kőszikla
der Felsen;sziklaszirt
der Felsen;kőszikla
der Ferienplatz;beutaló (üdülési)
der Fernruf;telefonhívás
der Fernsehapparat;tv-készülék
der Fernseher;tv-készülék
der Fernsehfilm;tv-film
der Fernsehkrimi;tv-krimi
der Fernsprecher;távbeszélő
der Fernverkehr;távolsági forgalom
der Festpreis;szabott ár
der Festsaal;díszterem
der Festtag;ünnepnap
der Fetzen;rongy
der Fetzen;cafat
der Feuerherd;tűzhely
der Feuerherd;tűzfészek
der Feuernstein;tűzkő
der Feuernstein;kovakő
der Feuerschaden;tűzkár
der Feuerschutz;tűzvédelem
der Film;film
der Filz;nemez
der Filz;filc
der Finger;ujj
der Fingerhut;gyűszű
der Fink;pinty
der Finne;finn
der Fisch;hal
der Fischer;halász
der Fischfang;halfogás
der Fischrogen;halikra
der Fischteich;halastó
der Fittich;szárny
der Flachs;len
der Flame;flamand
der Flanell;flanell
der Flaschenzug;csigasor (emelő)
der Flaum;pihe
der Flaum;pehely
der Fleck;pont
der Fleck;hely
der Fleck;folt
der Flederwisch;széllelbélelt teremtés
der Flederwisch;szablya
der Flederwisch;ld. Federwisch
der Flederwisch;kard
der Flegel;kamasz
der Flegel;cséphadaró
der Fleischer;mészáros
der Fleischer;hentes
der Fleiß;szorgalom
der Fleiß;igyekezet
der Flieder;orgona (növény)
der Flieger;repülő
der Flieger;pilóta
der Fliegeralarm;légiriadó
der Fliegerangriff;légitámadás
der Flimmer;villogás
der Flimmer;csillogás
der Flimmer;csillám
der Flirt;flört
der Floh;bolha
der Flößer;tutajos
der Fluch;szitkozódás
der Fluch;káromkodás
der Fluch;átok
der Flug;repülés
der Flughafen;repülőtér
der Flughafen;légikikötő
der Flugplatz;repülőtér
der Flugverkehr;légiforgalom
der Flur;pitvar
der Flur;folyosó
der Flur;előszoba
der Fluß;folyó
der Fluß;folyás
der Fluß;áradat
der Fluß;ár
der Flußaustritt;áradás
der Flüchtling;szökevény
der Flüchtling;menekült
der Flügel;zongora
der Flügel;szárny
der Fogasch;fogas (hal)
der Form wegen;az illendőség kedvéért
der Forscher;kutató
der Forst;erdőség
der Fortgang;távozás
der Fortgang;folytatás
der Fortgang;előrehaladás
der Fortgeschrittene;haladó
der Fortschrift;haladás
der Fortschrift;előmenetel
der Fotoapparat;fényképezőgép
der Fön;hajszárító
der Förster;erdész
der Frachter;teherhajó
der Frachtzug;tehervonat
der Fragebogen;kérdőív
der Franziskaner;ferences
der Franzose;francia
der Fratz;kölyök
der Frauenarzt;nőgyógyász
der Freier;kérő
der Freiheitskampf;szabadságharc
der Freimut;őszinteség
der Freimut;nyíltság
der Freistoß;szabadrúgás (sp)
der Freitag;péntek
der Fremdenführer;idegenvezető
der Fremdenverkehr;idegenforgalom
der Freund;barát
der Frevel;vétek
der Frevel;kihágás
der Frevel;bűn
der Friede;békesség
der Friede;béke
der Frieden;békesség
der Frieden;béke
der Friedenskämpfer;békeharcos
der Friedensvertrag;békeszerződés
der Friedhof;temető
der Friseur;fodrász
der Frisör;fodrász
der Frosch;béka
der Frost;fagy
der Frühling;tavasz
der Fuchs;róka
der Fuhrmann;fuvaros
der Fund;megtalálás
der Fund;lelet
der Fundort;lelőhely
der Funk;rádió
der Funke;szikra
der Funken;szikra
der Funker;szikratávírás
der Funker;rádiós
der Funkspruch;rádiótávközlés
der Funkturm;adótorony (rádió)
der Fuß;lábfej
der Fuß;láb
der Fußball;futball-labda
der Fußball;futball
der Fußballplatz;futballpálya
der Fußballspieler;labdarúgó (játékos)
der Fußboden;padlózat
der Fußboden;padló
der Fußgänger;járókelő
der Fußgänger;gyalogos
der Fußgängerüberweg;zebra
der Fußgängerüberweg;gyalogátkelőhely
der Fußknöchel;ld. Fußgelenk
der Fußmarsch;gyalogmenet
der Fußpfad;gyalogösvény
der Fußtritt;rúgás
der Fußtritt;lépés
der Fußtritt;lábnyom
der Fußweg;gyalogút
der Futterstoff;bélésanyag
der Futtertrog;etetővályú
der Führer;vezető
der Führer;vezér
der Führer;útikalauz
der Führer;ismertető (könyv)
der Führerschein;jogosítvány
der Führersitz;vezetőülés
der Füllstift;töltőceruza
der Fünfer;ötös
der Fünfjahrplan;ötéves terv
der Fünfkampf;öttusa
der Fünfzehner;tizenötös (szám)
der Fünfziger;ötvenes
der Fürsorger;gondozó
der Fürsprecher;szószóló
der Fürsprecher;közbenjáró
der Fürst;fejedelem
der Fürstbischof;hercegérsek
der Füßling;harisnyafej
der Füßling;bokafix
der Galgen;akasztófa
der Galgenstreich;gaztett
der Gallenanfall;epegörcs
der Gallenstein;epekő
der Gang;séta
der Gang;menés
der Gang;lefolyás
der Gang;járás
der Gang;forduló
der Gang;folyamat
der Garten;kert
der Gartenbau;kertművelés
der Gartenbau;kertészet
der Gashahn;gázcsap
der Gasherd;gáztűzhely
der Gassenhauer;sláger
der Gast;vendég
der Gastgeber;házigazda
der Gasthof;vendéglő
der Gasthof;vendégfogadó
der Gastwirt;vendéglős
der Gastwirt;fogadós
der Gatte;férj
der Gaukler;mutatványos
der Gaukler;bűvész
der Gaul;ló
der Gaul;gebe
der Gaumen;szájpadlás
der Gaumen;íny
der Gauner;gazember
der Gauner;csirkefogó
der Gauner;csaló
der Gänsebraten;libasült
der Gänsemarsch;libasor
der Gänserich;gúnár
der Gärteig;kelt tészta
der Gärtner;kertész
der Gärtnerkohl;kelkáposzta
der Gebieter;úr
der Gebieter;parancsoló
der Gebortsort;születési hely
der Gebrauch;szokás
der Gebrauch;használat
der Gebrauch;divat
der Geburtsschein;születési bizonyítvány
der Geburtstag;születésnap
der Gedanke;gondolat
der Gedanke;eszme
der Gedanke kam mir, dass ...;hogy ...
der Gedanke kam mir, dass ...;az a gondolatom támadt
der Gedanke kam mir, daß ...;az a gondolatom támadt, hogy ...
der Gefallen;szívesség
der Gefallene;elesett (kat)
der Gefangene;rab
der Gefangene;fogoly
der Gefährte;élettárs
der Gefreite;őrvezető (kat)
der Gefrierpunkt;fagypont
der Gefühlssinn;tapintás
der Gegenbeweis;ellenbizonyíték
der Gegendienst;viszontszolgálat
der Gegensatz;ellentét
der Gegenstand;tárgy
der Gegenstand;tantárgy
der Gegenverkehr;szembejövő forgalom
der Gegenverkehr;ellenforgalom
der Gegenwert;ellenérték
der Gegner;ellenfél
der Gehalt;tartalom
der Gehilfe;segítőtárs
der Gehilfe;segéd
der Gehorsam;szófogadás
der Gehorsam;engedelmesség
der Gehsteig;járda
der Gehverband;járókötés
der Gehweg;járda
der Geier;keselyű
der Geifer;tajték
der Geifer;nyál
der Geifer;hab
der Geist;szellemessség
der Geist;szellem
der Geist;lélek
der Geist;értelem
der Geist;elme
der Geist;éleselméjűség
der Geisterarbeiter;szellemi dolgozó
der Geistliche;pap
der Geistliche;lelkész
der Geißbock;kecskebak
der Geiz;fösvénység
der Geizhals;zsugori
der Geizhals;fösvény
der Geklagte;alperes
der Geldbrief;pénzeslevél
der Geldwechsel;pénzváltás
der Gemahl;férj
der Gemeinplatz;közhely
der Gemsbock;zergebak
der Gemüse- und Obstladen;zöldség-gyümölcs bolt
der Gemüsegarten;veteményes kert
der Gemüsekohl;kelkáposzta
der General;tábornok
der Generaldirektor;vezérigazgató
der Generalsekretär;főtitkár
der Generalstab;vezérkar
der Generalstreik;általános sztrájk
der Genießer;élvhajhász
der Genießer;élvező
der Genosse;pajtás
der Genosse;elvtárs
der Genosse;bajtárs
der Genossenschaftsbauer;tsz-paraszt
der Genossenschaftsbauer;termelőszövetkezeti paraszt
der Genuß;fogyasztás (étel/ital)
der Genuß;élvezet
der Geolog;geológus
der Gepäckschein;poggyászvevévy
der Gepäckträger;hordár
der Gepäckzuschlag;csomagpótdíj
der Gerber;tímár
der Gerber;cserzővarga
der Gerichtshof;törvényszék
der Gerichtshof;bíróság
der Gerichtssaal;bírósági tárgyalóterem
der Germane;germán
der Geruch;szimat
der Geruch;szaglás
der Geruch;szag
der Gesang;éneklés
der Gesang;ének
der Gesang;dal
der Geschäftsfreund;ügyfél
der Geschäftsmann;üzletember
der Geschäftsreisende;kereskedelmi utazó
der Geschäftsträger;ügyvivő
der Geschmack;ízlés
der Geschmack;ízlelés
der Geschmack;íz
der Geschworene;esküdt
der Geschworne;esküdt
der Geselle;társ
der Geselle;pajtás
der Geselle;mesterlegény
der Geselle;iparoslegény
der Gesetzgeber;törvényhozó
der Gesichtskreis;látókör
der Gesichtskreis;látóhatár
der Gesichtspunkt;szempont
der Gestank;bűz
der Gestank;büdösség
der gesunde Menschenverstand;a józan emberi ész
der Getreidebau;gabonatermelés
der Getreidemähdrescher;kombájn
der Gevatter;koma
der Gewehrkolben;puskatus
der Gewehrlauf;puskacső
der Gewerbeschein;iparigazolvány
der Gewinn;nyereség
der Gewinn;nyeremény
der Gewinn;haszon
der Gewissenbiß;lelkiismeretfurdalás
der Giebel;oromzat
der Gimpel;tökfilkó
der Gimpel;pirók (madár)
der Gimpel;balek
der Gipfel;tető
der Gipfel;csúcs
der Gips;gipsz
der Gipsverband;gipszkötés
der Gischt;tajték
der Gischt;hab
der Glanz;tündöklés
der Glanz;ragyogás
der Glaser;üveges
der Glaube;vallás
der Glaube;hit
der Glaube;felekezet
der Glauben;vallás
der Glauben;hit
der Glauben;felekezet
der Gläubiger;hitelező
der Gleichmut;higgadtság
der Gleichmut;egykedvűség
der Gleichstrom;egyenáram
der Gleitflug;siklórepülés
der Glimmen;csillogás
der Glimmen;csillámlás
der Glimmen;csillám
der Globus;földgömb
der Glöckner;harangozó
der Glücksfall;szerencsés véletlen
der Glücksfall;jószerencse
der Glückwunsch;jókívánság
der Glühwein;forralt bor
der Godwert;aranyérték
der Goldfisch;aranyhal
der Goldschmied;aranyműves
der Golf;tengeröböl
der Golfstrom;Golf-áramlás
der Gott;Isten
der Gottesdienst;istentisztelet
der Gönner;pártfogó
der Gönner;jóakaró
der Götze;bálvány
der Graben;árok
der Grad;rendfokozat
der Grad;mérték
der Grad;hőfok
der Grad;fokozat
der Graf;gróf
der Gram;búbánat
der Granzpolizist;határőr
der Graphit;grafit
der Grashalm;fűszál
der Grashüpfer;szöcske
der Grat;szél (vminek a széle)
der Grat;perem
der Grat;hegygerinc
der Grat;fok
der Greis;aggastyán
der Greuel;szörnyűség
der Greuel;irtózat
der Greuel;irtózás
der Greuel;borzalom
der Grieche;görög
der Grieß;kavics
der Grieß;homok
der Grieß;gríz
der Grieß;búzadara
der Griff;nyél
der Griff;markolat
der Griff;karom
der Griff;fogás
der Griff;fogantyú
der Grimm;méreg
der Grimm;harag
der Grimm;düh
der Groll;neheztelés
der Groll;harag
der Großbetrieb;nagyüzem
der Großvater;nagypapa
der Großvater;nagyapa
der Größenwahnsinn;nagyzási hóbort
der Grubenbau;bányászat
der Grubenbau;bányaművelet
der Grund;vminek a mélye
der Grund;telek
der Grund;talaj
der Grund;föld
der Grund;fenék
der Grund;alap
der Grundbau;alapépítmény
der Grundbesitz;földbirtok
der Grundfehler;alapvető hiba
der Grundriß;vázlat
der Grundriß;alaprajz
der Grundsatz;alapelv
der Gruß;üdvözlet
der Gruß;üdvözlés
der Gruß;köszöntés
der Gruß;köszönés
der Gründer;alapító
der Grünkohl;kelkáposzta
der Grünspan;rézrozsda
der Gucker;látcső
der Gulden;forint
der Gummi;radírgumi
der Guß;záporeső
der Guß;öntvény
der Guß;öntet
der Guß;öntés
der Guß;cukormáz
der Gutsbesitzer;földbirtokos
der Gutsherr;földesúr
der Gutshof;tanya
der Gutshof;birtok
der Gürtel;öv
der Gürtel;derékszíj
der Güterwagen;teherkocsi
der Güterwagen;tehergépkocsi
der Güterzug;tehervonat
der Güteverkehr;teherforgalom
der Güteverkehr;áruforgalom
der Gymnasialschüler;gimnáziumi tanuló
der Haag;Hága
der Haarschnitt;hajvágás
der Habicht;héja
der Hackbraten;fasírt
der Hackbraten;fasírozott
der Hacken;sarok
der Hader;veszekedés
der Hader;perpatvar
der Hader;civakodás
der Hafen;rév
der Hafen;kikötő
der Hafenkapitän;révkapitány
der Hafer;zab
der Haftbefehl;letartóztatási parancs
der Hagedorn;galagonya
der Hagel;jégeső
der Hahn;kakas
der Hai;cápa
der Haifisch;cápa
der Hain;liget
der Hain;berek
der Haken;kapocs
der Haken;horog
der Halbbruder;mostohafivér
der Halbbruder;féltestvér
der Halbmesser;sugár
der Halbschlaf;félálom
der Halbschuh;félcipő
der Halbstock;félemelet
der Halbstrumpf;térdharisnya
der Halm;szalmaszál
der Halm;gabonaszál
der Halm;fűszál
der Hals;torok
